2011-01-03,147.48
2011-01-04,147.64
2011-01-05,147.05
2011-01-06,148.66
2011-01-07,147.93
2011-01-10,147.64
2011-01-11,147.28
2011-01-12,149.1
2011-01-13,148.82
2011-01-14,150.0
2011-01-18,150.65
2011-01-19,155.69
2011-01-20,155.8
2011-01-21,155.5
2011-01-24,159.63
2011-01-25,161.44
2011-01-26,161.04
2011-01-27,161.07
2011-01-28,159.21
2011-01-31,162.0
2011-02-01,163.56
2011-02-02,163.3
2011-02-03,163.53
2011-02-04,164.0
2011-02-07,164.82
2011-02-08,166.05
2011-02-09,164.65
2011-02-10,164.09
2011-02-11,163.85
2011-02-14,163.22
2011-02-15,162.84
2011-02-16,163.4
2011-02-17,164.24
2011-02-18,164.84
2011-02-22,161.95
2011-02-23,160.18
2011-02-24,160.77
2011-02-25,162.28
2011-02-28,161.88
2011-03-01,159.97
2011-03-02,160.16
2011-03-03,163.48
2011-03-04,161.83
2011-03-07,159.93
2011-03-08,162.28
2011-03-09,165.86
2011-03-10,162.02
2011-03-11,162.43
2011-03-14,161.39
2011-03-15,159.02
2011-03-16,153.0
2011-03-17,154.18
2011-03-18,155.89
2011-03-21,157.68
2011-03-22,158.0
2011-03-23,159.53
2011-03-24,160.04
2011-03-25,162.18
2011-03-28,161.37
2011-03-29,162.88
2011-03-30,163.6
2011-03-31,163.07
2011-04-01,164.27
2011-04-04,164.25
2011-04-05,163.99
2011-04-06,164.04
2011-04-07,164.38
2011-04-08,164.05
2011-04-11,163.95
2011-04-12,163.25
2011-04-13,163.95
2011-04-14,164.97
2011-04-15,166.21
2011-04-18,165.94
2011-04-19,165.4
2011-04-20,164.75
2011-04-21,168.28
2011-04-25,167.67
2011-04-26,168.49
2011-04-27,170.37
2011-04-28,170.78
2011-04-29,170.58
2011-05-02,172.15
2011-05-03,172.87
2011-05-04,170.62
2011-05-05,168.46
2011-05-06,168.89
2011-05-09,169.1
2011-05-10,170.38
2011-05-11,169.5
2011-05-12,172.24
2011-05-13,169.92
2011-05-16,168.86
2011-05-17,170.5
2011-05-18,170.44
2011-05-19,170.59
2011-05-20,170.16
2011-05-23,168.26
2011-05-24,167.99
2011-05-25,167.75
2011-05-26,167.18
2011-05-27,167.5
2011-05-31,168.93
2011-06-01,166.56
2011-06-02,166.09
2011-06-03,165.05
2011-06-06,164.75
2011-06-07,163.69
2011-06-08,164.34
2011-06-09,164.84
2011-06-10,163.18
2011-06-13,163.17
2011-06-14,164.12
2011-06-15,162.33
2011-06-16,162.67
2011-06-17,164.44
2011-06-20,165.02
2011-06-21,166.22
2011-06-22,165.68
2011-06-23,166.12
2011-06-24,165.07
2011-06-27,167.62
2011-06-28,170.01
2011-06-29,170.54
2011-06-30,171.55
2011-07-01,174.54
2011-07-05,175.43
2011-07-06,177.71
2011-07-07,176.48
2011-07-08,176.49
2011-07-11,174.99
2011-07-12,174.05
2011-07-13,174.32
2011-07-14,174.23
2011-07-15,175.54
2011-07-18,175.28
2011-07-19,185.21
2011-07-20,183.65
2011-07-21,184.9
2011-07-22,185.18
2011-07-25,183.7
2011-07-26,182.93
2011-07-27,181.35
2011-07-28,181.8
2011-07-29,181.85
2011-08-01,180.75
2011-08-02,178.05
2011-08-03,178.83
